INVESTPREV	SEGURADORA	S/A	Balancete	Contábil	Analítico	01/02/2020	a	29/02/2020	Folha:	1				
3.1.9.3.1.6.1	635	PREMIOS	RISCOS	VIGENTES	NÃO	EMITIDOS	216,74	1.188,23	-5.100,93	-3.912,70	-3.695,96			
														
3.1.9.3.2	165	VARIAÇÃO	DA	DESPESA	DE	RESSEGURO	193.982,29	463.511,66	-4.433,76	459.077,90	653.060,19			
														
3.1.9.3.2.1	166	PROVISÃO	DE	PREMIOS	NÃO	GANHOS	194.199,02	459.598,96	-4.433,76	455.165,20	649.364,22			
3.1.9.3.2.1.1	167	PROVISÃO	DE	PREMIOS	NÃO	GANHOS	194.199,02	459.598,96	-4.433,76	455.165,20	649.364,22			
														
3.1.9.3.2.9	146	OUTRAS	PROVISÕES	-216,73	3.912,70	0	3.912,70	3.695,97						
3.1.9.3.2.9.1	147	OUTRAS	PROVISÕES	-	PPNG	RVNE	-216,73	3.912,70	0	3.912,70	3.695,97			
														
3.1.9.4	249	SALVADOS	E	RESSARCIMENTOS	A	RESSEGURADOR	9.993,50	7.574,94	-1.917,60	5.657,34	15.650,84			
														
3.1.9.4.1	250	SALVADOS	9.488,06	6.861,66	-1.917,60	4.944,06	14.432,12							
														
3.1.9.4.1.1	251	DIRETO	9.488,06	6.861,66	-1.917,60	4.944,06	14.432,12							
3.1.9.4.1.1.1	252	RESSEGURADORA	LOCAL	9.488,06	6.861,66	-958,8	5.902,86	15.390,92						
3.1.9.4.1.1.2	340	RESSEGURADORA	ADMITIDA	0	0	-958,8	-958,8	-958,8						
														
3.1.9.4.2	238	RESSARCIMENTOS	505,44	713,28	0	713,28	1.218,72							
														
3.1.9.4.2.1	267	DIRETO	505,44	713,28	0	713,28	1.218,72							
3.1.9.4.2.1.1	269	RESSEGURADORA	LOCAL	505,44	713,28	0	713,28	1.218,72						
														
3.5	370003	DESPESAS	ADMINISTRATIVAS	2.356.512,94	2.579.563,84	-86.324,17	2.493.239,67	4.849.752,61						
														
3.5.1	370012	DESPESAS	COM	PESSOAL	PROPRIO	1.017.150,66	1.287.706,71	-64.730,98	1.222.975,73	2.240.126,39				
														
3.5.1.1	351186	DESPESAS	COM	PESSOAL	PROPRIO	1.017.150,66	1.287.706,71	-64.730,98	1.222.975,73	2.240.126,39				
														
3.5.1.1.1	370021	DESPESAS	COM	ADMINISTRACAO	50.992,68	201.500,27	0	201.500,27	252.492,95					
3.5.1.1.1.1	370030	HONORARIOS	DA	DIRETORIA	50.000,00	200.000,00	0	200.000,00	250.000,00					
3.5.1.1.1.9	586	ALIMENTAÇÃO	-	DIRETORIA	992,68	1.500,27	0	1.500,27	2.492,95					
														
3.5.1.1.2	370102	DESPESAS	COM	EMPREGADOS	495.593,94	491.392,87	-3.438,15	487.954,72	983.548,66					
														
3.5.1.1.2.0	714	DESPESAS	COM	EMPREGADOS	990	3.650,50	0	3.650,50	4.640,50					
														
3.5.1.1.2.0.0	715	DESPESAS	COM	EMPREGADOS	990	3.650,50	0	3.650,50	4.640,50					
3.5.1.1.2.0.0.0	716	DESPESAS	COM	EMPREGADOS	990	3.650,50	0	3.650,50	4.640,50					
														
3.5.1.1.2.0.0.0.0	717	DESPESAS	COM	EMPREGADOS	990	3.650,50	0	3.650,50	4.640,50					
														
3.5.1.1.2.0.0.0.0.0	718	DESPESAS	COM	EMPREGADOS	990	3.650,50	0	3.650,50	4.640,50					
3.5.1.1.2.0.0.0.0.0.0001	719	BOLSA	AUXILIO	ESTAGIARIO	990	3.650,50	0	3.650,50	4.640,50					
3.5.1.1.2.1	370111	ORDENADOS	367.586,80	371.577,55	-1.019,95	370.557,60	738.144,40							
3.5.1.1.2.2	370120	SERVICOS	EXTRAORDINARIOS	18.602,28	20.041,36	-2.407,02	17.634,34	36.236,62						
														
3.5.1.1.2.4	351124	13	SALARIO	/	FERIAS	91.187,81	84.506,92	-11,18	84.495,74	175.683,55				
														
3.5.1.1.2.4.0	351125	13	SALARIO	/	FERIAS	91.187,81	84.506,92	-11,18	84.495,74	175.683,55				
														
3.5.1.1.2.4.0.0	351126	13	SALARIO	/	FERIAS	91.187,81	84.506,92	-11,18	84.495,74	175.683,55				
														
3.5.1.1.2.4.0.0.0	65403	13	SALARIO	/	FERIAS	91.187,81	84.506,92	-11,18	84.495,74	175.683,55				
														
3.5.1.1.2.4.0.0.0.0	65404	13	SALARIO	/	FERIAS	91.187,81	84.506,92	-11,18	84.495,74	175.683,55				
3.5.1.1.2.4.0.0.0.0.0001	370149	13O	SALARIO	35.229,49	35.978,12	-11,18	35.966,94	71.196,43						
3.5.1.1.2.4.0.0.0.0.0002	370158	PROVISAO	DE	FERIAS	55.958,32	48.528,80	0	48.528,80	104.487,12					
														
3.5.1.1.2.9	351195	OUTRAS	DESPESAS	17.227,05	11.616,54	0	11.616,54	28.843,59						
														
3.5.1.1.2.9.0	3573	OUTRAS	DESPESAS	17.227,05	11.616,54	0	11.616,54	28.843,59						
														
3.5.1.1.2.9.0.0	3574	OUTRAS	DESPESAS	17.227,05	11.616,54	0	11.616,54	28.843,59						
														
3.5.1.1.2.9.0.0.0	65407	OUTRAS	DESPESAS	17.227,05	11.616,54	0	11.616,54	28.843,59						
														
3.5.1.1.2.9.0.0.0.0	65408	OUTRAS	DESPESAS	17.227,05	11.616,54	0	11.616,54	28.843,59						
3.5.1.1.2.9.0.0.0.0.0003	369990	ANUENIO	234,27	234,27	0	234,27	468,54							
3.5.1.1.2.9.0.0.0.0.0004	351129	OUTRAS	DESPESAS	3.628,52	5.730,48	0	5.730,48	9.359,00						
3.5.1.1.2.9.0.0.0.0.0005	703	AJUDA	DE	CUSTO	-	MIGRAÇÃO	SP	13.364,26	5.651,79	0	5.651,79	19.016,05		
														
3.5.1.1.3	370201	DESPESAS	COM	INDENIZACOES	2.690,90	20.809,25	0	20.809,25	23.500,15					
3.5.1.1.3.1	370210	AVISO	PREVIO	2.690,90	20.809,25	0	20.809,25	23.500,15						
														
3.5.1.1.4	370257	DESPESAS	COM	ENCARGOS	SOCIAIS	171.958,64	252.063,42	-20.139,32	231.924,10	403.882,74				
3.5.1.1.4.1	370266	PREVIDENCIA	SOCIAL	133.323,76	179.533,58	-15.358,36	164.175,22	297.498,98						
3.5.1.1.4.2	370275	FGTS	38.634,88	72.529,84	-4.780,96	67.748,88	106.383,76							
														
3.5.1.1.5	370293	DESPESAS	COM	ASSISTENCIA	SOCIAL	127.661,61	131.484,27	-30.766,82	100.717,45	228.379,06				
3.5.1.1.5.1	374460	ASSISTENCIA	MEDICA	124.472,07	128.465,83	-30.766,82	97.699,01	222.171,08						
3.5.1.1.5.2	374470	INSTRUCAO	0	576	0	576	576							
3.5.1.1.5.3	374489	ALIMENTACAO	1.197,04	635,13	0	635,13	1.832,17							
3.5.1.1.5.4	374498	SEGUROS	1.822,50	1.807,31	0	1.807,31	3.629,81							
3.5.1.1.5.8	374532	OUTRAS	DESPESAS	170	0	0	0	170						
														
3.5.1.1.6	389168	DESPESAS	COM	FORMACAO	PROFISSIONAL	2.534,51	357,72	0	357,72	2.892,23				
3.5.1.1.6.1	389177	PESSOAL	PROPRIO	2.534,51	357,72	0	357,72	2.892,23						
														
3.5.1.1.7	351202	DESP	C/PROG	DE	ALIMENT	AO	TRABALHADO	150.099,02	141.628,84	-711,04	140.917,80	291.016,82		
3.5.1.1.7.1	351211	PESSOAL	PROPRIO	146.178,42	137.708,24	-711,04	136.997,20	283.175,62						
3.5.1.1.7.9	587	DIRETORIA	3.920,60	3.920,60	0	3.920,60	7.841,20							
														
3.5.1.1.8	370554	DESPESAS	COM	VALE	TRANSPORTE	15.619,36	48.470,07	-9.675,65	38.794,42	54.413,78				
3.5.1.1.8.1	370563	DESPESAS	COM	VALE	TRANSPORTE	15.619,36	48.470,07	-9.675,65	38.794,42	54.413,78				
														
3.5.2	351220	DESPESAS	COM	SERVICOS	DE	TERCEIROS	478.260,93	755.766,39	-17.347,13	738.419,26	1.216.680,19			
														
3.5.2.1	372480	DESPESAS	COM	SERVICOS	DE	TERCEIROS	478.260,93	755.766,39	-17.347,13	738.419,26	1.216.680,19			
														
3.5.2.1.1	372490	REMUNERACAO	P/SERVICOS	DE	TERCEIROS	478.260,93	755.766,39	-17.347,13	738.419,26	1.216.680,19				
														
3.5.2.1.1.1	372507	HONORARIOS	DE	ADVOGADOS	6.059,86	4.233,61	0	4.233,61	10.293,47					
3.5.2.1.1.1.1	372516	PESSOA	FISICA	2.863,30	764,05	0	764,05	3.627,35						
3.5.2.1.1.1.2	372525	PESSOA	JURIDICA	3.196,56	3.469,56	0	3.469,56	6.666,12						
														
3.5.2.1.1.2	372534	HONORARIOS	DE	AUDITORES	13.642,73	14.319,83	0	14.319,83	27.962,56					
3.5.2.1.1.2.2	372552	PESSOA	JURIDICA	13.642,73	14.319,83	0	14.319,83	27.962,56						
														
3.5.2.1.1.3	372561	HONORARIOS	SERV	TEC	MANUT	SOFTWARES	302.676,28	293.980,77	0	293.980,77	596.657,05			
3.5.2.1.1.3.2	372580	PESSOA	JURIDICA	302.676,28	293.980,77	0	293.980,77	596.657,05						
														
3.5.2.1.1.4	389301	FRETES	E	CARRETOS	5.992,59	30	0	30	6.022,59					
3.5.2.1.1.4.2	389320	PESSSOA	JURIDICA	1.659,25	30	0	30	1.689,25						
3.5.2.1.1.4.3	704	PESSOA	JURIDICA	-	MIGRACAO	SP	4.333,34	0	0	0	4.333,34			
														
3.5.2.1.1.5	389339	HONORARIOS	OUTROS	SERVICOS	TECNICOS	145.073,38	439.336,18	-17.347,13	421.989,05	567.062,43				
3.5.2.1.1.5.2	389357	PESSOA	JURIDICA	145.073,38	439.336,18	-17.347,13	421.989,05	567.062,43						
														
3.5.2.1.1.8	374136	OUTRAS	DESP	COM	SERV	DE	TERCEIROS	4.816,09	3.866,00	0	3.866,00	8.682,09		
														
3.5.2.1.1.8.0	3634	OUTRAS	DESP	COM	SERV	DE	TERCEIROS	4.816,09	3.866,00	0	3.866,00	8.682,09		
														
3.5.2.1.1.8.0.0	3635	OUTRAS	DESP	COM	SERV	DE	TERCEIROS	4.816,09	3.866,00	0	3.866,00	8.682,09		
														
3.5.2.1.1.8.0.0.0	65411	OUTRAS	DESP	COM	SERV	DE	TERCEIROS	4.816,09	3.866,00	0	3.866,00	8.682,09		
														
3.5.2.1.1.8.0.0.0.0	65412	OUTRAS	DESP	COM	SERV	DE	TERCEIROS	4.816,09	3.866,00	0	3.866,00	8.682,09		
3.5.2.1.1.8.0.0.0.0.0001	374127	OUTRAS	DESP.C/SERV.TERCEIROS	563	1.613,00	0	1.613,00	2.176,00						
3.5.2.1.1.8.0.0.0.0.0002	368	OUTRAS	DESP	C/SERV.TERCEIROS	-	FENASEG	2.000,00	0	0	0	2.000,00			
3.5.2.1.1.8.0.0.0.0.0004	405	OUTRAS	DESP	C/SERV	TERC	-	LICENÇA	USO	2.253,09	2.253,00	0	2.253,00	4.506,09	
														
3.5.3	351230	DESP	COM	LOCALIZACAO	E	FUNCIONAMENTO	335.431,18	313.974,37	-4.218,06	309.756,31	645.187,49			
														
3.5.3.1	373000	DESP	COM	LOCALIZACAO	E	FUNCIONAMENTO	335.431,18	313.974,37	-4.218,06	309.756,31	645.187,49			
														
3.5.3.1.1	373010	DESPESAS	C/LOCALIZACAO	E	MANUTENCAO	179.332,47	205.894,43	-1.071,53	204.822,90	384.155,37				
3.5.3.1.1.1	373029	ALUGUEL	155.076,76	176.828,63	-1.071,53	175.757,10	330.833,86							
3.5.3.1.1.3	373047	CONDOMINIOS	E	TAXAS	8.257,66	16.132,36	0	16.132,36	24.390,02					
3.5.3.1.1.4	373056	AGUA,	LUZ	E	GAS	3.814,54	6.055,83	0	6.055,83	9.870,37				
3.5.3.1.1.5	373065	LIMPEZA	-	PESSOA	FISICA	3.084,34	1.431,34	0	1.431,34	4.515,68				
3.5.3.1.1.6	374541	CONSERTOS	570	129,02	0	129,02	699,02							
3.5.3.1.1.7	362	LIMPEZA	-	PESSOA	JURIDICA	4.039,59	4.051,25	0	4.051,25	8.090,84				
3.5.3.1.1.8	373083	OUTRAS	DESPESAS	4.489,58	1.266,00	0	1.266,00	5.755,58						
														
3.5.3.1.2	373100	DESPESAS	COM	EXPEDIENTE	49.035,44	32.342,04	-380,2	31.961,84	80.997,28					
3.5.3.1.2.1	373119	MATERIAL	DE	EXPEDIENTE	2.910,89	1.540,56	-16,2	1.524,36	4.435,25					
3.5.3.1.2.2	373128	FOTOCOPIAS	E	OUTRAS	127,4	0	0	0	127,4					
3.5.3.1.2.4	373146	DESPESAS	LEGAIS	2.189,98	364	-364	0	2.189,98						
3.5.3.1.2.5	373155	DESPESAS	BANCARIAS	43.702,17	25.574,44	0	25.574,44	69.276,61						
3.5.3.1.2.8	373164	OUTRAS	DESPESAS	105	4.863,04	0	4.863,04	4.968,04						
														
3.5.3.1.3	373182	DESPESAS	COM	COMUNICACAO	25.567,26	26.540,94	0	26.540,94	52.108,20					
3.5.3.1.3.1	373191	MALOTES	E	CORRESPONDENCIAS	155,68	0	0	0	155,68					
3.5.3.1.3.2	373209	TELEFONE	E	TELEGRAMAS	16.742,01	18.226,98	0	18.226,98	34.968,99					
3.5.3.1.3.8	373218	OUTRAS	DESPESAS	8.669,57	8.313,96	0	8.313,96	16.983,53						
														
3.5.3.1.4	389375	DESPESAS	COM	UTILIZACAO	DE	EQUIPTOS	43.690,45	8.706,14	-2.766,33	5.939,81	49.630,26			
3.5.3.1.4.1	389384	ALUGUEL	43.690,45	8.396,14	-2.766,33	5.629,81	49.320,26							
3.5.3.1.4.4	389410	CONSERTOS	0	310	0	310	310							
														
3.5.3.1.5	389438	DESPESAS	COM	UTILIZACAO	DE	VEICULOS	1.700,90	980,9	0	980,9	2.681,80			
3.5.3.1.5.4	389474	COMBUSTIVEL	1.616,80	975,5	0	975,5	2.592,30							
3.5.3.1.5.8	389483	OUTRAS	DESPESAS	-	PEDAGIO	84,1	5,4	0	5,4	89,5				
														
3.5.3.1.6	373371	DESPESAS	COM	LOCOMOCAO	14.436,35	17.566,02	0	17.566,02	32.002,37					
3.5.3.1.6.1	374560	VIAGENS	6.829,26	12.550,30	0	12.550,30	19.379,56							
3.5.3.1.6.2	373821	CONDUCAO	E	PASSAGENS	URBANAS	1.198,78	1.972,82	0	1.972,82	3.171,60				
3.5.3.1.6.7	378	OUTRAS	DESPESAS	-	QUILOMETRAGEM	E	OUTROS	3.673,70	2.589,10	0	2.589,10	6.262,80		
3.5.3.1.6.8	374579	OUTRAS	DESPESAS	-	ESTACIONAMENTO	354,05	453,8	0	453,8	807,85				
														
3.5.3.1.6.9	673	DESPESAS	COM	LOCOMOÇÃO	-	MIGRAÇÃO	SP	2.380,56	0	0	0	2.380,56		
														
3.5.3.1.6.9.0	674	DESPESAS	COM	LOCOMOÇAO	-	MIGRACAO	SP	2.380,56	0	0	0	2.380,56		
														
3.5.3.1.6.9.0.0	675	DESPESAS	COM	LOCOMOÇAO	-	MIGRAÇÃO	SP	2.380,56	0	0	0	2.380,56		
3.5.3.1.6.9.0.0.0	676	DESPESAS	COM	LOCOMOÇÃO	-	MIGRAÇÃO	SP	2.380,56	0	0	0	2.380,56		
														
3.5.3.1.6.9.0.0.0.0	677	DESPESAS	COM	LOCOMOÇÃO	-	MIGRAÇÃO	SP	2.380,56	0	0	0	2.380,56		
3.5.3.1.6.9.0.0.0.0.0002	679	DESPESAS	PASSAGEM	AEREA	-	MIGRACAO	SP	2.380,56	0	0	0	2.380,56		
														
3.5.3.1.7	389492	DESPESAS	COM	SEGUROS	4.514,49	4.145,40	0	4.145,40	8.659,89					
3.5.3.1.7.1	389500	BENS	IMOVEIS	188,27	188,27	0	188,27	376,54						
3.5.3.1.7.3	389528	VEICULOS	369,09	0	0	0	369,09							
3.5.3.1.7.4	389537	RESPONSABILIDADE	CIVIL	3.957,13	3.957,13	0	3.957,13	7.914,26						
														
3.5.3.1.8	373542	DEPRECIACOES	DE	BENS	DE	USO	PROPRIO	5.192,58	4.973,10	0	4.973,10	10.165,68		
														
3.5.3.1.8.1	50268	IMOVEIS	37,3	0	0	0	37,3							
														
3.5.3.1.8.1.0	50273	IMOVEIS	37,3	0	0	0	37,3							
														
3.5.3.1.8.1.0.0	50288	IMOVEIS	37,3	0	0	0	37,3							
														
3.5.3.1.8.1.0.0.0	65413	IMOVEIS	37,3	0	0	0	37,3							
														
3.5.3.1.8.1.0.0.0.0	65414	IMOVEIS	37,3	0	0	0	37,3							
3.5.3.1.8.1.0.0.0.0.0001	373551	IMOVEIS	-	CUSTO	DE	AQUISICAO	16,38	0	0	0	16,38			
3.5.3.1.8.1.0.0.0.0.0002	353181	IMOVEIS	-	REAVALIACAO	20,92	0	0	0	20,92					
3.5.3.1.8.2	373560	EQUIPAMENTOS	3.010,05	2.867,68	0	2.867,68	5.877,73							
3.5.3.1.8.3	373570	MOVEIS,	MAQUINAS	E	UTENSILIOS	2.145,23	2.105,42	0	2.105,42	4.250,65				
														
3.5.3.1.9	373614	AMORTIZACOES	11.961,24	12.825,40	0	12.825,40	24.786,64							
3.5.3.1.9.3	373660	BENFEITORIAS	EM	IMOVEIS	DE	TERCEIROS	10.586,88	11.451,04	0	11.451,04	22.037,92			
														
3.5.3.1.9.4	389555	PROGRAMAS	DE	COMPUTADOR	1.374,36	1.374,36	0	1.374,36	2.748,72					
														
3.5.3.1.9.4.0	3696	PROGRAMAS	DE	COMPUTADOR	1.374,36	1.374,36	0	1.374,36	2.748,72					
														
3.5.3.1.9.4.0.0	3697	PROGRAMAS	DE	COMPUTADOR	1.374,36	1.374,36	0	1.374,36	2.748,72					
														
3.5.3.1.9.4.0.0.0	65415	PROGRAMAS	DE	COMPUTADOR	1.374,36	1.374,36	0	1.374,36	2.748,72					
														
3.5.3.1.9.4.0.0.0.0	65416	PROGRAMAS	DE	COMPUTADOR	1.374,36	1.374,36	0	1.374,36	2.748,72					
3.5.3.1.9.4.0.0.0.0.0001	305934	PROGRAMAS	DE	COMPUTADOR	1.374,36	1.374,36	0	1.374,36	2.748,72					
														
3.5.4	351249	DESPESAS	C/PUBLICIDADE	E	PROPAGANDA	7.050,00	7.050,00	0	7.050,00	14.100,00				
														
3.5.4.1	374000	DESPESAS	C/PUBLICIDADE	E	PROPAGANDA	7.050,00	7.050,00	0	7.050,00	14.100,00				
3.5.4.1.1	374028	PUBLICIDADE	E	PROPAGANDA	7.050,00	7.050,00	0	7.050,00	14.100,00					
														
3.5.5	351258	DESPESAS	COM	TRIBUTOS	408.026,37	80.189,41	0	80.189,41	488.215,78					
3.5.5.1	375009	DESPESAS	COM	TRIBUTOS	408.026,37	80.189,41	0	80.189,41	488.215,78					
														
3.5.5.1.1	375018	IMPOSTOS	-5,44	6.356,45	0	6.356,45	6.351,01							
														
3.5.5.1.1.1	375027	IMPOSTOS	FEDERAIS	-228,5	0	0	0	-228,5						
														
3.5.5.1.1.1.0	3715	IMPOSTOS	FEDERAIS	-228,5	0	0	0	-228,5						
														
3.5.5.1.1.1.0.0	3716	IMPOSTOS	FEDERAIS	-228,5	0	0	0	-228,5						
														
3.5.5.1.1.1.0.0.0	65419	IMPOSTOS	FEDERAIS	-228,5	0	0	0	-228,5						
														
3.5.5.1.1.1.0.0.0.0	65420	IMPOSTOS	FEDERAIS	-228,5	0	0	0	-228,5						
3.5.5.1.1.1.0.0.0.0.0003	375216	OUTROS	IMPOSTOS	FEDERAIS	-228,5	0	0	0	-228,5					
														
3.5.5.1.1.3	389573	IMPOSTOS	MUNICIPAIS	223,06	6.356,45	0	6.356,45	6.579,51						
														
3.5.5.1.1.3.0	3726	IMPOSTOS	MUNICIPAIS	223,06	6.356,45	0	6.356,45	6.579,51						
														
3.5.5.1.1.3.0.0	3727	IMPOSTOS	MUNICIPAIS	223,06	6.356,45	0	6.356,45	6.579,51						
														
3.5.5.1.1.3.0.0.0	65423	IMPOSTOS	MUNICIPAIS	223,06	6.356,45	0	6.356,45	6.579,51						
														
3.5.5.1.1.3.0.0.0.0	65424	IMPOSTOS	MUNICIPAIS	223,06	6.356,45	0	6.356,45	6.579,51						
3.5.5.1.1.3.0.0.0.0.0001	375063	IMPOSTOS	MUNICIPAIS	223,06	6.356,45	0	6.356,45	6.579,51						
														
3.5.5.1.2	375108	CONTRIBUICOES	341.482,46	7.283,61	0	7.283,61	348.766,07							
														
3.5.5.1.2.1	389582	SOBRE	OPERACOES	DE	SEGUROS	341.482,46	7.283,61	0	7.283,61	348.766,07				
3.5.5.1.2.1.1	389591	COFINS	293.748,35	6.265,47	0	6.265,47	300.013,82							
3.5.5.1.2.1.2	389609	PIS/PASEP	47.734,11	1.018,14	0	1.018,14	48.752,25							
														
3.5.5.1.8	375153	OUTROS	66.549,35	66.549,35	0	66.549,35	133.098,70							
3.5.5.1.8.1	375162	TAXA	DE	FISCALIZACAO	66.549,35	66.549,35	0	66.549,35	133.098,70					
														
3.5.6	351267	DESPESAS	COM	PUBLICACOES	0	121.326,00	0	121.326,00	121.326,00					
														
3.5.6.1	376008	DESPESAS	COM	PUBLICACOES	0	121.326,00	0	121.326,00	121.326,00					
3.5.6.1.1	376026	PUBLICACOES	LEGAIS	0	121.326,00	0	121.326,00	121.326,00						
														
3.5.7	351276	DESPESAS	C/DONATIVOS	E	CONTRIBUICOES	2.976,17	2.502,72	-28	2.474,72	5.450,89				
														
3.5.7.1	377007	DESPESAS	C/DONATIVOS	E	CONTRIBUICOES	2.976,17	2.502,72	-28	2.474,72	5.450,89				
3.5.7.1.1	377016	CONTRIBUICOES	P/	ENTIDADE	DE	CLASSE	2.976,17	2.502,72	-28	2.474,72	5.450,89			
														
3.5.8	351285	OUTRAS	DESPESAS	ADMINISTRATIVAS	107.617,63	11.048,24	0	11.048,24	118.665,87					
3.5.8.1	378006	DESPESAS	ADMINISTRATIVAS	DIVERSAS	107.617,63	11.048,24	0	11.048,24	118.665,87					
														
3.5.8.1.1	378015	DESPESAS	DIVERSAS	107.617,63	11.048,24	0	11.048,24	118.665,87						
3.5.8.1.1.1	378024	JUDICIAIS	-12.550,65	0	0	0	-12.550,65							
3.5.8.1.1.2	378033	JORNAIS	E	REVISTAS	95	95	0	95	190					
														
3.5.8.1.1.3	378042	MULTAS	106.030,12	1.131,37	0	1.131,37	107.161,49							
														
3.5.8.1.1.3.0	3760	MULTAS	106.030,12	1.131,37	0	1.131,37	107.161,49							
														
3.5.8.1.1.3.0.0	3761	MULTAS	106.030,12	1.131,37	0	1.131,37	107.161,49							
														
3.5.8.1.1.3.0.0.0	65427	MULTAS	106.030,12	1.131,37	0	1.131,37	107.161,49							
														
3.5.8.1.1.3.0.0.0.0	65428	MULTAS	106.030,12	1.131,37	0	1.131,37	107.161,49							
3.5.8.1.1.3.0.0.0.0.0001	378060	S/IMPOSTOS	FEDERAIS	4.361,34	908,28	0	908,28	5.269,62						
3.5.8.1.1.3.0.0.0.0.0003	378098	MULTAS	SUSEP	100.333,32	0	0	0	100.333,32						
3.5.8.1.1.3.0.0.0.0.0004	378061	S/IMPOSTOS	MUNICIPAIS	747,3	195,9	0	195,9	943,2						
3.5.8.1.1.3.0.0.0.0.0005	378099	OUTRAS	MULTAS	588,16	27,19	0	27,19	615,35						
														
3.5.8.1.1.4	378051	BENS	PEQ	VLR/BENS	NATUREZ	NAO	PERMAN	0	45,06	0	45,06	45,06		
														
3.5.8.1.1.4.0	3766	BENS	PEQ	VLR/BENS	NATUREZ	NAO	PERMAN	0	45,06	0	45,06	45,06		
														
3.5.8.1.1.4.0.0	3767	BENS	PEQ	VLR/BENS	NATUREZ	NAO	PERMAN	0	45,06	0	45,06	45,06		
														
3.5.8.1.1.4.0.0.0	65429	BENS	PEQ	VLR/BENS	NATUREZ	NAO	PERMAN	0	45,06	0	45,06	45,06		
														
3.5.8.1.1.4.0.0.0.0	65430	BENS	PEQ	VLR/BENS	NATUREZ	NAO	PERMAN	0	45,06	0	45,06	45,06		
3.5.8.1.1.4.0.0.0.0.0001	305943	BENS	PEQ	VALOR	/BENS	MAT	NAO	PERMANENTE	0	45,06	0	45,06	45,06	
														
3.5.8.1.1.8	378105	OUTRAS	DESPESAS	14.043,16	9.776,81	0	9.776,81	23.819,97						
														
3.5.8.1.1.8.0	3770	OUTRAS	DESPESAS	14.043,16	9.776,81	0	9.776,81	23.819,97						
														
3.5.8.1.1.8.0.0	3771	OUTRAS	DESPESAS	14.043,16	9.776,81	0	9.776,81	23.819,97						
														
3.5.8.1.1.8.0.0.0	65431	OUTRAS	DESPESAS	14.043,16	9.776,81	0	9.776,81	23.819,97						
														
3.5.8.1.1.8.0.0.0.0	65432	OUTRAS	DESPESAS	14.043,16	9.776,81	0	9.776,81	23.819,97						
3.5.8.1.1.8.0.0.0.0.0001	378141	COPA	E	COZINHA	3.475,44	3.220,33	0	3.220,33	6.695,77					
3.5.8.1.1.8.0.0.0.0.0002	378150	OUTRAS	DESPESAS	228,98	0	0	0	228,98						
3.5.8.1.1.8.0.0.0.0.0003	277	CONFRATERNIZAÇÃO	9.938,74	6.506,48	0	6.506,48	16.445,22							
3.5.8.1.1.8.0.0.0.0.0005	379	OUTRAS	DESPS-	EVENTOS	CORRETORES/MERCADO	400	0	0	0	400				
3.5.8.1.1.8.0.0.0.0.0006	401	OUTRAS	DESPESAS	-	ADIÇÃO	IMPOSTOS	0	50	0	50	50			
														
3.6	360870	RESULTADO	FINANCEIRO	-63.340,38	728.721,33	-252.904,56	475.816,77	412.476,39						
														
3.6.1	303396	RECEITAS	FINANCEIRAS	-377.876,43	0	-250.963,14	-250.963,14	-628.839,57						
														
3.6.1.2	303459	REC	COM	TIT	DE	RENDA	FIXA	PRIVADOS	-1.854,66	0	-1.577,78	-1.577,78	-3.432,44	
														
3.6.1.2.1	303468	EMITIDAS	POR	INSTITUICOES	FINANCEIRAS	-80,51	0	-62,09	-62,09	-142,6				
														
3.6.1.2.1.2	389790	ATUALIZACAO	MONETARIA	-80,51	0	-62,09	-62,09	-142,6						
														
3.6.1.2.1.2.0	47678	ATUALIZACAO	MONETARIA	(	RS)	-80,51	0	-62,09	-62,09	-142,6				
														
3.6.1.2.1.2.0.0	47683	ATUALIZACAO	MONETARIA	(RS)	-80,51	0	-62,09	-62,09	-142,6					
														
3.6.1.2.1.2.0.0.0	65439	ATUALIZACAO	MONETARIA	(RS)	-80,51	0	-62,09	-62,09	-142,6					
														
3.6.1.2.1.2.0.0.0.0	65440	ATUALIZACAO	MONETARIA	(RS)	-80,51	0	-62,09	-62,09	-142,6					
3.6.1.2.1.2.0.0.0.0.0004	698	RENDIMENTOS	CEF	CTA	2855-0	-80,51	0	-62,09	-62,09	-142,6				
														
3.6.1.2.2	389825	EMITIDAS	POR	INSTITUICOES	NAO	FINANC	-1.774,15	0	-1.515,69	-1.515,69	-3.289,84			
3.6.1.2.2.5	389843	ATUALIZACAO	MONETARIA	-1.774,15	0	-1.515,69	-1.515,69	-3.289,84						
														
3.6.1.3	303585	REC	COM	TIT	DE	RENDA	FIXA	PUBLICOS	-270.530,44	0	-140.800,26	-140.800,26	-411.330,70	
														
3.6.1.3.1	303594	REC	C/TITS	DIVID	PUB	INTERNA-FEDERAL	-270.530,44	0	-140.800,26	-140.800,26	-411.330,70			
3.6.1.3.1.5	390048	ATUALIZACAO	MONETARIA	-267.594,93	0	-137.399,77	-137.399,77	-404.994,70						
														
3.6.1.3.1.7	360933	AJUSTE	AO	VALOR	DE	MERCADO	-2.935,51	0	-3.400,49	-3.400,49	-6.336,00			
														
3.6.1.3.1.7.0	3847	AJUSTE	AO	VALOR	DE	MERCADO	-2.935,51	0	-3.400,49	-3.400,49	-6.336,00			
														
